title,body,rating,review_date,source,curated,reviewer_name,reviewer_email,product_id,product_handle,reply,reply_date,picture_urls,ip_address,location,metaobject_handle
,As in the photos,5,2024-02-21 00:00:00 UTC,judge-me,ok,Roosevelt Leannon,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/Ad22c135d91f74948b1889223ca1c7f382.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/A75ce6411130b4b829f742e70d50deb78A.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/A5f21de77f25742d3b17bb1a79acc2e19N.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/Acffbcf11deea4d339d6801847b5afc62f.jpg",,,review-88132fdf-691d-4e32-ba35-16f1a2db3cdf
,"A Marvel, as described. I recommend",5,2024-02-10 00:00:00 UTC,judge-me,ok,Lloyd Witting,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/Ae6a7e161da2d4da9a1390b0da2740931t.jpg,,,review-8036b662-1406-4a92-bb4a-37944857924f
,Rarrarer pleasant at levels,5,2024-01-19 00:00:00 UTC,judge-me,ok,Zelda O'Keefe,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/A1f0daf95a4294fc385b112608304e581s.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/Ae8171cbafaf54c25b5c1b0a9c60cf0355.jpg",,,review-65699a4a-afa1-4f83-a108-96aadd3a879d
,Quality nice,5,2024-02-16 00:00:00 UTC,judge-me,ok,Valentin Oberbrunner,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/Ae7abd6e4ec3c4794a4c418c367a42a27Y.jpg,,,review-1704394a-b1de-4b49-88eb-f167dc17b7d9
,Very well.,5,2024-02-22 00:00:00 UTC,judge-me,ok,Garnett Durgan,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/A69e3197d9f614867b7c0bf210fa7f5626.jpg,,,review-1f59e33c-4969-47d2-99de-cd9caf81c05c
,"It looks good, I didn't use it, I don't know if I can keep it in the fridge so QDO have migraine crisis",3,2024-02-23 00:00:00 UTC,judge-me,ok,Lane Bogan,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/A71d267e6199245a98dc36a014fef41261.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/Ae5602f6ea72e41a6913f970d8fdb07bb1.jpg",,,review-ea94e540-86e2-4d12-92bb-38c3b5773fe7
,"So, so",3,2024-02-01 00:00:00 UTC,judge-me,ok,Lulu Wisoky,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/Ae430330b8c594affbf8f9b0f11b0b89co.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/Aef71d74b95464d198deba995bca06c66e.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/A491f0c56865d4250a84e5edd74a0fd12J.jpg",,,review-ed5ff077-9104-47d7-9fd4-b09e308449b3
,Fast delivery. Very comfortable.,5,2024-02-28 00:00:00 UTC,judge-me,ok,Brown Bednar,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/Adba9663c239f49188cfb4119164129e2O.jpg,,,review-fd76bb9e-0cb8-4a2f-acbe-18de00157a44
,Migraine Relief Cap,5,2024-02-21 00:00:00 UTC,judge-me,ok,Pamela Bosco,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/A567dbef8867049c892a844014ceda3f3n.jpg,,,review-821d44c3-8486-485b-bb81-245a6120645d
,Migraine Relief Cap,5,2024-02-02 00:00:00 UTC,judge-me,ok,Travon Armstrong,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/A116cc078d75b409eb92e79934d55ba1ev.jpg,,,review-41171cb1-5e24-4678-8b47-dbc7eae14c32
,Migraine Relief Cap,5,2024-02-21 00:00:00 UTC,judge-me,ok,Creola Pacocha,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/Aec08d88852d9423b805a7e3b80515340U.jpg,,,review-f9710ae9-495a-4fcf-aa2a-c36830412f78
,Migraine Relief Cap,5,2024-02-02 00:00:00 UTC,judge-me,ok,Antone Pfeffer,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://github.com\gsardar\AliTOGit\raw\master\images/cold-head-wrap/A2d4b1aa28f8b47d9ace11993b5f92ec4C.jpg,,,review-635b7628-b060-4b64-99c5-fc674eefa047
,Is very practical!!,5,2024-03-12 00:00:00 UTC,judge-me,ok,Antonetta West,support+anonymous@judge.me,9566539514148,mini-egg-fruit-slicer,,,https://github.com\gsardar\AliTOGit\raw\master\images/mini-egg-fruit-slicer/A61fa68fac071478ea2eba466c2dc3f4dd.jpg,,,review-ca33dc21-22f9-4cf0-b287-95ee4df23b9b
,Looks good quality,5,2024-03-14 00:00:00 UTC,judge-me,ok,Gage Hills,support+anonymous@judge.me,9566539514148,mini-egg-fruit-slicer,,,"https://github.com\gsardar\AliTOGit\raw\master\images/mini-egg-fruit-slicer/Aa1cc4350719345fbb063a5d5bd454beaX.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/mini-egg-fruit-slicer/Ad4c7c447406e42ff9e6d29b18f29b653p.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/mini-egg-fruit-slicer/Aac8d1c95c0c7443e8fd4db8742284b8e3.jpg",,,review-215c7992-cea5-4096-a5dc-b937a57ad7d3
,Outer shell is broken,2,2024-05-02 00:00:00 UTC,judge-me,ok,Rowland Hand,support+anonymous@judge.me,9566539514148,mini-egg-fruit-slicer,,,"https://github.com\gsardar\AliTOGit\raw\master\images/mini-egg-fruit-slicer/Aaebea36e9c4c4790b5416014f99fb3135.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/mini-egg-fruit-slicer/A229ff8d112d94eceb77430781db03c00g.jpg",,,review-17c702c8-c68b-4065-953f-91b2e531df7f
,"Very good, quite resistant",5,2024-01-19 00:00:00 UTC,judge-me,ok,Pascale Lubowitz,support+anonymous@judge.me,9566539514148,mini-egg-fruit-slicer,,,https://github.com\gsardar\AliTOGit\raw\master\images/mini-egg-fruit-slicer/A46631f55ec0f4860abfc8b20a58124179.jpg,,,review-90ae8224-672a-47ed-8c50-732e65c9209d
,Sweet Katir and Lounou Sweet Bes Spetiyère Katiyerre and long until he arrived only I have tried it,4,2024-02-03 00:00:00 UTC,judge-me,ok,Rosalyn Dickens,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Afdc7bb7c702b41af9ee1cc81e34ea33aK.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Afdc7bb7c702b41af9ee1cc81e34ea33aK.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Afdc7bb7c702b41af9ee1cc81e34ea33aK.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Afdc7bb7c702b41af9ee1cc81e34ea33aK.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Afdc7bb7c702b41af9ee1cc81e34ea33aK.jpg",,,review-3567c46e-2d79-4f46-88cf-3a0487fa6c5a
,"Thank you very much seller, received the product, product quality is good, as described, fast delivery, recommend",5,2024-02-01 00:00:00 UTC,judge-me,ok,Sebastian Botsford,support+anonymous@judge.me,9566539514148,mini-egg-fruit-slicer,,,https://github.com\gsardar\AliTOGit\raw\master\images/mini-egg-fruit-slicer/A75d1dd3823824bad8c40d8b684ad0dd56.jpg,,,review-1ca022d7-6e41-4e65-bc07-614757838d93
,"I took 23 grass, and took 9 kvtnya on The New Day, I recommend, the Plasmasa is good",4,2024-04-09 00:00:00 UTC,judge-me,ok,Tracy Pollich,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A4124d407f217435abbd63595adebe1234.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A0b0bf06af3fd4937829dae430ca3c60c8.jpg",,,review-34190d31-a24a-4f67-9242-93a7af4c4592
,Very well packaged and easy to use.,5,2024-01-18 00:00:00 UTC,judge-me,ok,Josiah Satterfield,support+anonymous@judge.me,9566539514148,mini-egg-fruit-slicer,,,https://github.com\gsardar\AliTOGit\raw\master\images/mini-egg-fruit-slicer/A5d5882f8373b452b899f6a8bc246b177f.jpg,,,review-4df9a530-a7e5-4550-9e5c-6b4043416295
,"The parcel received safe and sound, the product corresponds to the declared quality of the product is good",5,2024-02-26 00:00:00 UTC,judge-me,ok,Shannon Legros,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A64bef7bc077d4c6a9de6bc6388308c20R.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A55819b21f0a6493b8d9c3106b2289951b.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Af91da5469ddb4f86a44ad7f5d81efd5au.jpg",,,review-0b85e3c1-76f6-42a7-997c-dd4d9cab217d
,My dear Shvidko has come! dear seller! Ale here all the vidlamala piece! sell Super!,5,2024-03-21 00:00:00 UTC,judge-me,ok,Curt Littel,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A991cfd1e2d7948a59ce46faeb8480ee9D.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Aede579666d444a09b60bd73aa161f3b2U.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A093123fe9e134c64be075292cb905267S.jpg",,,review-f754d7d8-80f8-4d41-8043-f2f80a2fb23b
,"The same shvidko, I'm in shock) at the first glance of the yaksla thing. I recommend the seller. Test vidspishus",5,2024-02-02 00:00:00 UTC,judge-me,ok,Wilfrid Kuhlman,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A3c66a5d34c49487a894cdcc524c6eb8dD.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ad6ffbc5954f54fb282c03841c78813c1v.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A64322b71706c4d2abf431e89a0e2c6568.jpg",,,review-66c52b66-7e6a-45bb-a864-ffad70f10939
,"An ideal helper in the kitchen, a wonderful gadget.",4,2024-03-04 00:00:00 UTC,judge-me,ok,Gunner Christiansen,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A8517b621ef5d489f826980f12fd31be4N.jpg,,,review-36696686-e1f3-4beb-87fc-3b5f2c084deb
,Some of the character was broken.,2,2024-03-07 00:00:00 UTC,judge-me,ok,Arno Jenkins,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A8149509a886e45ee9eac426a13a908d2t.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A6e00da71521c4962951498d68bd0d5eeq.jpg",,,review-3b4525d8-25ef-429d-8722-fd86592182fa
,"I didn't take it, I don't know what the goods were like, I don't know. That's it for me, I'll be like it, I won't rosette, ale dumplings for good",5,2024-04-30 00:00:00 UTC,judge-me,ok,Annabel Renner,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A11f55a3c227d4c9987d8b44a91b96d4aw.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Aa61acf59a2e7473da18468216fcb4cbdn.jpg",,,review-87dbfb5f-cc1a-43fc-a891-4861ad25672d
,"The device for dumplings is good, for a robot it is very good, for a robot to cook small pies if you have one annex.",4,2024-03-02 00:00:00 UTC,judge-me,ok,Madalyn Pfannerstill,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A470052083842452ab8cb8bc4d953ad03X.jpg,,,review-0c392cb3-d4c1-4003-9367-31e45cae390b
,"It's great, beautiful, I'll give it up, I'm very beautiful. The wealth is great. The wicked came shvidko.",5,2024-04-23 00:00:00 UTC,judge-me,ok,Murray McClure,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A313d60c0af0b4849a9264e0637c06fb0I.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ad439dbaa9575411fa8b21518fcc818928.jpg",,,review-154982dd-e96b-40a8-af75-b96b0711fe7f
,Nice product thank you not used yet ..little broken but okay,4,2024-02-29 00:00:00 UTC,judge-me,ok,Juana Bogan,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A3a858e4c1df7465296c5ac6e5dfe75c7i.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A92d998f95a3c40698eeb16fee9c26adcD.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ab983120cdc344fa08d5e724dac71c9cax.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ab439d6c242304970baa5e16ef5b069e6H.jpg",,,review-c0e4e65a-6317-41a4-8210-276411f73f7a
,The product is very ugly. It looks used. Never ever.,1,2024-02-27 00:00:00 UTC,judge-me,ok,Alfreda Krajcik,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A7b0c7cae204a4578bb99e82ad5824982w.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ae250768bdfca4d3da8d1602486326ee5D.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A56b501cac4f948c68f73d3969b321e9aX.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A59fee07f7bbe4b0084bc5fd3ed035531n.jpg",,,review-a04dc3f6-363f-4cf5-a669-07f0b0c3f6c5
,"Goods of Shvidko.
I can't do plastic. My daughter.",4,2024-04-13 00:00:00 UTC,judge-me,ok,Carley Hand,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A3b956d26f2454846b314748d653bcee01.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Af19e43b5926a48e2b13090f15ddd4da1P.jpg",,,review-a16a1b10-3e58-429b-a2af-7f0d8f42cffa
,"Perfect😄Very good seller. Thank you. Thank you.🙏💐
Fast sending and beautiful product.",5,2024-03-07 00:00:00 UTC,judge-me,ok,Dolly Bauch,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A855f6afc48184b12949aaf253d1c349cu.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ae03c0fec1ca44f88895a2c3d2829b832E.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Aa4783d1c0b384e749b35906e997f35ef2.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ac71465ad09fa47b7b6bf0ec86e8bf571M.jpg",,,review-13d81bdf-5b9f-4d91-b52a-a3f4c126f1cb
,"Hold for the lyplennya varenikiv, the so Sobi ale pratsyuvati Mozha, the robot sent a shui in the attack, slamming two one polamali during the transport.",4,2024-03-03 00:00:00 UTC,judge-me,ok,Kian Kuphal,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A0ff01a1ed7074415b00c3949e46e80ab3.jpg,,,review-0c8c754d-1d9f-4798-a476-813c8fdb94d8
,"The product is bought by the pokzhdzhin, the handle of the boiled annex of the vidloman in the next photo I give, yak on the back of the bull",4,2024-03-02 00:00:00 UTC,judge-me,ok,Marcia Dach,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A1e287f3fcccc4d61bd5e3a3707721021Y.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ac357c00d87a84e278ea67111ad43d728X.jpg",,,review-3134a7fe-a78a-42f0-9700-9c67096a55c3
,"It is very small, it was also for a gift and it has taken a long time",2,2024-02-21 00:00:00 UTC,judge-me,ok,Alford Smitham,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A6475ff4a07c44ceb96d97ec495ab32ffO.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ab80978f6d21b4d76b909f918aeccb1b2T.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Aba0486faa9ea49f5a3088cc9f232baf1d.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Abbb214fec85a4388b5b3b302c57cc1dff.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Af37dc6929fe44af1a34f56bbce966391G.jpg",,,review-f20c00ba-101f-44df-b185-ab6ea78d0b78
,"Without being matched. On video, everything is simple and kind to walk, and with namaganni rozkatati and zilitya dumplings-you can't walk. Having repelled a bunch of tists.",1,2024-03-21 00:00:00 UTC,judge-me,ok,Edward Lueilwitz,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Af4c839757e4b4119a98212e19c067a7eT.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ae9d62339f1e74f4d9ee03c46b2b984d8v.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Aca3c5ac730b046ab8ff22a630768399aP.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ad95d3951aba349fe9701dd1d5d2e9817I.jpg",,,review-0cf9a5b6-a9f5-407b-b3cf-251447d056fa
,"The thing is cool, I often shot dumplings. I won't rosette, I took off one video, but it's not good to drink, and the bistros",4,2024-04-30 00:00:00 UTC,judge-me,ok,Maurice Reinger,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A11f55a3c227d4c9987d8b44a91b96d4aw.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A9dd232d418144531b0a100265301fb65W.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Aa61acf59a2e7473da18468216fcb4cbdn.jpg",,,review-eb5eb795-54bb-4835-ba3f-220dc1f8a8c2
,Damaged Items and Bag torn.,1,2024-05-16 00:00:00 UTC,judge-me,ok,Kaelyn King,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Ae941648d9a2d4a5ba99b1d38a0720986C.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A6174f87327b74d9fa1ac2790f0d1e264q.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A6da55559a37b4de5adea034108204560J.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/Aa520ef3379684a08b0e024eaaf40b789i.jpg",,,review-82192ca7-09e2-4698-9be2-711d531d83dd
,"Shvidko has arrived, good plastic, recommend",5,2024-04-09 00:00:00 UTC,judge-me,ok,Shaina Bruen,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A1f662b000bf24bc08becc76dacb13116F.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A9ae26c96872c4705b8155fa78ce16c2em.jpg",,,review-264d8dad-a4bf-4e14-9d6d-c5ed2aae0049
,Dumpling Maker Ghughra Momos Maker Machine,4,2024-04-10 00:00:00 UTC,judge-me,ok,Nat Greenholt,support+anonymous@judge.me,9569155252516,dumpling-maker-ghughra-momos-maker-machine,,,"https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A14f0a95a82f04c1587d8b0672153bbd1d.jpg,https://github.com\gsardar\AliTOGit\raw\master\images/dumpling-maker-ghughra-momos-maker-machine/A15dea0e71b0643a6be283b3be56283acm.jpg",,,review-31f4616f-ec9d-4db9-aafb-70834ca51ced
