title,body,rating,review_date,source,curated,reviewer_name,reviewer_email,product_id,product_handle,reply,reply_date,picture_urls,ip_address,location,metaobject_handle
,Is amazing my husband loved it and says he feels pretty good about his migraines,5,2024-06-18 00:00:00 UTC,aliexpress,ok,Marie Grimes,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ae4f22f52f6a24e609aa0ad8ca2f6c513a.jpg,,,review-df3dce2c-995f-4aa8-86ef-4c5c4524d86f
,To try and a pity that the seam shows well at the top,5,2024-04-13 00:00:00 UTC,aliexpress,ok,Taryn Gibson,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Aea2e683efd564343953a43ab8dae51fcs.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A312a25d8290f47b5883dda164de35a15v.jpg",,,review-247eabc3-9242-4b15-a2a9-00811d4fa61b
,"Arrived on the correct day.
The material looks very good.
Only the gel is fresh and I believe that it will be even more when it is in the cold.
Then I leave new feedback when use.
Until you see, it's worth the investment.",5,2024-06-18 00:00:00 UTC,aliexpress,ok,Lavinia Hudson,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A83f51229d5bc40b6af63535f5211ba9fi.jpg,,,review-7529a6c6-faca-4fcb-9f05-96ea81810586
,"I am very excited that she will help me with migraine attacks. She is very cozy and came well sewn. I really liked it, even though I haven't used it yet.",5,2024-04-05 00:00:00 UTC,aliexpress,ok,Eugene Schroeder,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A96a980a4415f4067912961ade0ee61073.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A1600eeba2a40488ba8627d4eac497e4fM.jpg",,,review-5039cdbf-a192-4615-b403-b6ed58d57e58
,"I arrived very fast, I loved good product, thank you",5,2024-03-04 00:00:00 UTC,aliexpress,ok,Addison Maggio,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Adc33a79088fe48b996517acb16d74a75q.jpg,,,review-4c09d669-60db-4857-84d7-89080e974e17
,"It arrived earlier than expected, because I already tried it hehe, it really is super fresh, rich, although there is not much pressure. Yes I recommend it",5,2024-05-09 00:00:00 UTC,aliexpress,ok,Tomas Windler,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A88f8d128d98a4c89b2194c3bc25982cbs.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A21c3b650650741458b297c6dfa60ecc3a.jpg",,,review-66b0bad6-2e29-40fd-aada-d8626b426f3c
,The order arrived now to test it thanks to the seller,5,2024-02-10 00:00:00 UTC,aliexpress,ok,Leonel Shields,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A608e292783ee4148be222d76576ea275j.jpg,,,review-1fc2ed44-268d-425f-917d-ef55b77a347e
,"Arrived in a week in good condition, I would only add a ziploc-type bag to put in the refrigerator, it has a few small spats but it looks good quality, I still don't use it for headache but if it feels very fresh",5,2024-02-23 00:00:00 UTC,aliexpress,ok,Halie Rohan,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A49267a3e0a4b492795d9962c311d1795v.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A81c0588687344fdeb85e055d9e5b54b50.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ab2f949b9913e439cacfa5c97d7b42cadp.jpg",,,review-77d3aafe-78d8-4eca-815f-ee3f4269b69d
,"Arrived quickly, Super product it is really fresh, I have not tested yet during migraine",5,2024-03-14 00:00:00 UTC,aliexpress,ok,Camren Mann,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A86248daeefc14681bacafa63dd7eca69U.jpg,,,review-89220f0b-8343-4040-b94d-796d95cec2c6
,Has the gel all over the place. In front and behind. Does not cure migraine but it relieves a lot,5,2024-04-28 00:00:00 UTC,aliexpress,ok,Clarissa Bergnaum,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Af52d3278a218430692b5455a7702ca9eR.jpg,,,review-a4847a49-0248-4231-a820-e64baadd7448
,"Super Excellent, of a very good quality, it is very fresh without the need to put it in the fridge",5,2024-03-12 00:00:00 UTC,aliexpress,ok,Karl Hagenes,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A4fd09e327d514c2588385d4f83a868c8f.jpg,,,review-386d2122-92fb-45cf-afb5-8b35b99dec45
,"I have fibromyalgia and rheumatoid arthritis, I suffer from a lot of headache, I always used to use gelpack, the kind that serves to maintain food, now with this it is very comfortable and it is also very soft, I love the color. ..... Complies with what I expected of this product...",5,2024-03-13 00:00:00 UTC,aliexpress,ok,Coty Schimmel,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A58d101e955b34e60944297df50704298s.jpg,,,review-976c6f5f-9fa2-4558-85b8-09e42dd7f541
,"Se simte foarte plăcut pe cap , încă nu am testat-o într-un episod de migrenă , dar sper să funcționeze și să amelioreze durerile de cap",5,2024-05-22 00:00:00 UTC,aliexpress,ok,Filiberto Erdman,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A797a9c25e0954fb4992d080152c0d8e5R.jpg,,,review-7f5f5a75-62c2-409f-a6f1-0c0700de25d7
,"It is the second time I buy them, I recommend them for the headache!!!",5,2024-05-07 00:00:00 UTC,aliexpress,ok,Wilber Reilly,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A1cc42a92c78e4cf7a654963eab271effK.jpg,,,review-4da4b090-4bff-44d7-b5f8-354520dc92f1
,At first it is cold without putting it in the fridge. It looks good and seems quality.,5,2024-05-20 00:00:00 UTC,aliexpress,ok,Dariana Wintheiser,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A9ecffeaeab384fe5b615c9d1aef7892eU.jpg,,,review-602e230c-cf68-48af-9feb-cc18d1c00a87
,"I bought them for personal use and for my fibromyalgia compis. They arrived in less than a week, well-built material, surely we will continue to buy",5,2024-04-12 00:00:00 UTC,aliexpress,ok,Christophe Jenkins,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Af9ea8dd82555418bb31307b9b68f7064K.jpg,,,review-0bd541e0-4ae5-4702-92fb-e994bb22d08b
,"Good finish, in the photo he is already in the refrigerator to be able to use",5,2024-03-26 00:00:00 UTC,aliexpress,ok,Talia Kirlin,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ad9c8cd72f9374350928292b597ba5418l.jpg,,,review-a54f15b5-6757-4b4d-bbc8-353303cd55c2
,"This is good! It is just right to wear this when you want to eat each time! Well, I want to put a little gel on it. It is a bit tight but recommended!",5,2024-03-27 00:00:00 UTC,aliexpress,ok,Bria Yundt,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A188b4684ae4c47a9bf62a26c86e724acj.jpg,,,review-e14220a4-0f7e-48a3-8ca9-64f81e72c23c
,"This business is wonderful could have for the neck TBM, I am using ice cream is super worth and still relaxes a lot",5,2024-01-25 00:00:00 UTC,aliexpress,ok,Charlotte Erdman,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ad0049d2e1d634199b736ea3a040f4f51l.jpg,,,review-1707490c-13f3-482e-91a3-2b50747da031
,"Very nice product, my partner tried it on, he said it gives an instantly cooling and comforting feeling for the head, gonna keep it in the frindge in case of a migrane, we have it ready for use.",5,2024-04-27 00:00:00 UTC,aliexpress,ok,Jerod Schultz,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A79e6ef559ac84e8f8c159fa9416b6808P.jpg,,,review-1075e4ef-7490-44b4-ba3d-887bbbba5760
,"The finished is very good, soft helps a lot for the headaches when putting it in the freezer, it is super and at a great price.",5,2024-05-24 00:00:00 UTC,aliexpress,ok,Leo Roob,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ab7185a1cfec0458cbfa46eab8ce685fbS.jpg,,,review-7de3a195-a57e-4d3a-a6ca-f596b2c3a672
,Will it be that you can put it in the refrigerator?😅,5,2024-03-05 00:00:00 UTC,aliexpress,ok,Lea Armstrong,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A88517addbb3140319300da63a8f2659fu.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A90342a943fa14cb5959769d86b0f4dd4L.jpg",,,review-e220aeaa-3826-48b8-a290-485fe6278794
,"Super fast delivery!!
I haven't tested it looks good yet",5,2024-01-22 00:00:00 UTC,aliexpress,ok,Krista Anderson,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Aead71a632acd47878da3e31334c4a9d0V.jpg,,,review-36ea25d2-3724-4f2a-b92e-4a5522e7f547
,"Fabric and seams are not of good quality, everything else OK",4,2024-03-15 00:00:00 UTC,aliexpress,ok,Alivia Pfannerstill,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Aaa7c66cc83d546ae84c3aff66be1f775p.jpg,,,review-a00d8b7d-d1b4-4ca0-80e4-790af0a5fe79
,"Excellent the shipping time, very cool the product, although it is not refrigerated. Very comfortable. Excellent product for people with migraine.",4,2024-04-18 00:00:00 UTC,aliexpress,ok,Pierre Turcotte,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A8dc4bde71ba84cc7bab8f9ef07d507c1S.jpg,,,review-9732f311-3981-4fa6-96ec-fedcdcb7d14f
,"So I arrived without packaging, not even plastic, with the rest of the stuff I ordered and without an instruction booklet, I hope the seller has a little attention.",4,2024-05-05 00:00:00 UTC,aliexpress,ok,Xavier Tromp,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A70d2d4a0d64249708b8db7275cf364ddl.jpg,,,review-78d78270-fab7-4f25-a4b0-6a9845c1b83d
,"The package arrived open and the edges of the product are quite poorly finished, it seems that the seams will break at any time",4,2024-02-16 00:00:00 UTC,aliexpress,ok,Toni Hansen,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ac648618a3dff4042a076ef49b4cba796i.jpg,,,review-31ce8bec-e663-4721-980d-0b80f0940c53
,Looks good! I just didn't like that it didn't come in the box!,4,2024-04-20 00:00:00 UTC,aliexpress,ok,Celestino Mosciski,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ae09760ab49a649bc88a337f71d50a4e7v.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A28a14fbc5d584eafbf025f0069f4c084N.jpg",,,review-7ef5521b-afcd-4054-b01c-b99775dddbcb
,"Looks good, arrived well, in good weather, in combined package, not damaged, the packaging a simple bag but no damage, the dimension according to the post, I will use it and comment as a help, the finished looks good is heavy",5,2024-03-31 00:00:00 UTC,aliexpress,ok,Camila Konopelski,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A5be5cb25a51349b2814236551c85b3b9s.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A75e63ca232d84d1bb862394455c77d316.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A2ea3f4ebc0b344c79dbd54d885c98e9eB.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Aafe979ebb020408696f417242646d517e.jpg",,,review-22c1c9ab-aeea-416e-a200-92592dd7e383
,"very fast shipping and delivery, ordered on May 2nd, arrived May 9th!! 
product is as described. I highly recommend buying the 360* gel coverage for migraines & headaches relief. it's so much better than just the frontal gel. it works so well that I'm buying more for friends and family who suffer migraines like me.",5,2024-05-10 00:00:00 UTC,aliexpress,ok,Leola Wilderman,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Abacf956399ee434da0a0e9b0511f8b480.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ab3b0b6c9f6ac424b967a03f87a8129b7F.jpg",,,review-cd76dfa8-3ad1-4ce5-b3b2-8ab677ec56d3
,"not my 1st time buying this product. 
very helpful on my bad migraine day as cold compressed 👌👌
my husband uses it as sleeping mask, he likes the total darkness. 
this one is a gift for brother inlaw who suffers concussion headaches after a bike accident. 
very fast shipping & super fast delivery, arrived in 8 days!!!
I highly recommend this product, get the double gel if you're using it for migraine/headache. I tried one with just frontal gel hat, not as helpful to relieve my migraine as double gel.",5,2024-03-19 00:00:00 UTC,aliexpress,ok,Letitia Gutkowski,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ad5552c9750d34e038d72a5f7c0098b8br.jpg,,,review-747b6af1-2942-4c08-93bb-0db829693b5c
,"I bought them for personal use and for my fibromyalgia compis. They arrived in less than a week, well-built material, surely we will continue to buy",5,2024-04-12 00:00:00 UTC,aliexpress,ok,Guillermo Kuhlman,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Af9ea8dd82555418bb31307b9b68f7064K.jpg,,,review-6663bb10-4039-4077-81de-f5e6185f38f6
,Excellent Product all as described in the ad,5,2024-03-18 00:00:00 UTC,aliexpress,ok,Travon Haley,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A9101967007634c52a6d0ff53db8ec230q.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A850ce6f70c51498b9f61ee811184135fQ.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A8e0367a3ca3540eca422ca45d4bab8b0g.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A03b93a97940e4a1f965b07a98f84033aZ.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A91a4ad31ede943d78fe8c430e1579cd9E.jpg",,,review-2c8327bb-c9c8-4250-9e05-9877991687d5
,The cold pocket is really thick. It's very nice.,5,2024-04-20 00:00:00 UTC,aliexpress,ok,Domingo Cassin,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ae50e5583ac8048cd806e203e7a289ba7l.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A11f2067cdfbe40df8ab961ee80b35d99V.jpg",,,review-3bfe759c-9885-43d8-b35b-ae0f6e1edef0
,Very nice product,5,2024-03-19 00:00:00 UTC,aliexpress,ok,Ross Morissette,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Affad38abd60645e0bfd88fbdcde6be39r.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A6ad055fd607241c1b6b26db695fc3dc5K.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A5f098203890d4998859e65a9b20c071fo.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A39731a97cbdc495da221e7087decce82R.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Af77b922ba3bf4be0a45ac32ea673be55i.jpg",,,review-83033d7a-295a-49a1-ba27-67b1cd80474f
,"It's great, arrived before the indicated date",5,2024-04-24 00:00:00 UTC,aliexpress,ok,Claudine Treutel,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Aca0710edef974c8d8882f3d2f12f31bcB.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A0e94476cb0cb41629e897482ff5e46f6O.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A5bfe368a0823413d9e68a0175c202f41q.jpg",,,review-b6cb0dae-4ca0-4312-b6a7-eff3a2f117f3
,It feels very good at room temperature feels cold,5,2024-04-29 00:00:00 UTC,aliexpress,ok,Kristina Veum,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A1db30a148e104eeb9b2accca834ccad1u.jpg,,,review-01695ecd-83bb-4bde-86b1-de984897e89a
,Too much! It's super fresh it feels too good,5,2024-01-12 00:00:00 UTC,aliexpress,ok,Ashly Dare,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A1c6544292a8443d9b3831f413c6e4918b.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A6ec56afad7ea43e18446161fb32a4efcc.jpg",,,review-3c98a146-0f17-44b9-857e-f13fa54fc57a
,As in the photos,5,2024-02-21 00:00:00 UTC,aliexpress,ok,Roosevelt Leannon,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A5f21de77f25742d3b17bb1a79acc2e19N.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ad22c135d91f74948b1889223ca1c7f382.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Acffbcf11deea4d339d6801847b5afc62f.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A75ce6411130b4b829f742e70d50deb78A.jpg",,,review-f866e28e-b9e9-4410-be9a-b312626db8cc
,Thank you,5,2024-01-09 00:00:00 UTC,aliexpress,ok,Kendall Bartell,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A6e08154ab13d4f14b59d33fbbc32a06cA.jpg,,,review-ffd5031b-b147-4578-9149-40fba9f2e709
,"A Marvel, as described. I recommend",5,2024-02-10 00:00:00 UTC,aliexpress,ok,Lloyd Witting,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Ae6a7e161da2d4da9a1390b0da2740931t.jpg,,,review-7d8c22d3-a74c-456d-bd05-4f43c788b0c8
,All perfect thank you,5,2024-06-26 00:00:00 UTC,aliexpress,ok,Chaz Collins,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A861f9161126b4fd7802e6190560432cdg.jpg,,,review-28aa366d-2af3-48b2-b182-e5897c10d412
,exactly as pictured.,5,2024-03-06 00:00:00 UTC,aliexpress,ok,Lorena Walsh,support+anonymous@judge.me,9551210381604,cold-head-wrap,,,"https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\Aa030e7773bfb408caf8e41f1aa19e585M.jpg, https://raw.githubusercontent.com/gsardar/AliTOGit/master/images\cold-head-wrap\A0168e014d2c54026898df9177d45635d9.jpg",,,review-d86c3f02-ce9f-4562-aac4-cb2f316e51b7
